dataset, numInstances, numAttributes, classifier, minOcc, minOccPC, addDefaultRule, errorRate, precision, recall, fMeasure, weightedAreaUnderROC, numGeneratedRules, numGeneratedRulesPC, correctPC, coverPC, expectedDimensionality, expectedDimensionalityPC, expectedErrorsPC
audiology, 226, 69, ODRI_T, 1, 0.004424778761061947, false, 0.3407079646017699, 0.6328219265841163, 0.6592920353982301, 0.6377479023907676, 0.8019797650055712, 106, 0.4690265486725664, 1.0, 1.0, 1.6017699115044248, 0.023214056688469924, 0.0
audiology, 226, 69, ODRI_T, 1, 0.004424778761061947, true, 0.3407079646017699, 0.6328219265841163, 0.6592920353982301, 0.6377479023907676, 0.8019797650055712, 106, 0.4690265486725664, 1.0, 1.0, 1.6017699115044248, 0.023214056688469924, 0.0
audiology, 226, 69, ODRI_T, 2, 0.008849557522123894, false, 0.3495575221238938, 0.6085847484057594, 0.6504424778761062, 0.625435773566852, 0.7973246978111725, 68, 0.3008849557522124, 0.9469026548672567, 0.995575221238938, 5.407079646017699, 0.0783634731306913, 0.048672566371681415
audiology, 226, 69, ODRI_T, 2, 0.008849557522123894, true, 0.3495575221238938, 0.6085847484057594, 0.6504424778761062, 0.625435773566852, 0.7973246978111725, 69, 0.3053097345132743, 0.9513274336283186, 1.0, 5.101769911504425, 0.07393869436962934, 0.048672566371681415
audiology, 226, 69, ODRI_T, 3, 0.01327433628318584, false, 0.37610619469026546, 0.5946556898049435, 0.6205357142857143, 0.6012290659313335, 0.7796573401281747, 51, 0.22566371681415928, 0.8584070796460177, 0.9911504424778761, 11.482300884955752, 0.1664101577529819, 0.13274336283185842
audiology, 226, 69, ODRI_T, 3, 0.01327433628318584, true, 0.38495575221238937, 0.5921464457457061, 0.6150442477876106, 0.5972116854995417, 0.7782222539202927, 52, 0.23008849557522124, 0.8628318584070797, 1.0, 11.176991150442477, 0.16198537899191995, 0.13716814159292035
audiology, 226, 69, ODRI_T, 4, 0.017699115044247787, false, 0.3672566371681416, 0.5707543194268859, 0.6327433628318584, 0.5965876568676617, 0.7816119448098539, 43, 0.1902654867256637, 0.827433628318584, 0.9867256637168141, 13.58849557522124, 0.19693471848146724, 0.1592920353982301
audiology, 226, 69, ODRI_T, 4, 0.017699115044247787, true, 0.3672566371681416, 0.5707543194268859, 0.6327433628318584, 0.5965876568676617, 0.7816119448098539, 44, 0.19469026548672566, 0.831858407079646, 1.0, 13.283185840707965, 0.19250993972040528, 0.168141592920354
audiology, 226, 69, ODRI_T, 5, 0.022123893805309734, false, 0.3495575221238938, 0.6053676812605385, 0.6473214285714286, 0.6199761737792174, 0.7897492853724976, 34, 0.1504424778761062, 0.7787610619469026, 0.9911504424778761, 16.8141592920354, 0.24368346800051302, 0.21238938053097345
audiology, 226, 69, ODRI_T, 5, 0.022123893805309734, true, 0.3584070796460177, 0.6027964169557091, 0.6415929203539823, 0.6160668078323409, 0.7884839927892954, 35, 0.15486725663716813, 0.7831858407079646, 1.0, 16.508849557522122, 0.23925868923945104, 0.2168141592920354
audiology, 226, 69, ODRI_T, 6, 0.02654867256637168, false, 0.3495575221238938, 0.5953247416695692, 0.6488888888888888, 0.618588631180129, 0.7923175499780681, 30, 0.13274336283185842, 0.8008849557522124, 1.0, 15.429203539823009, 0.2236116455046813, 0.19911504424778761
audiology, 226, 69, ODRI_T, 6, 0.02654867256637168, true, 0.35398230088495575, 0.5904149608910062, 0.6460176991150443, 0.6145429155914576, 0.7904077566313137, 30, 0.13274336283185842, 0.8008849557522124, 1.0, 15.429203539823009, 0.2236116455046813, 0.19911504424778761
audiology, 226, 69, ODRI_T, 7, 0.030973451327433628, false, 0.3805309734513274, 0.5769459006863886, 0.6194690265486725, 0.5837487627514253, 0.7725848199271417, 25, 0.11061946902654868, 0.7345132743362832, 0.9778761061946902, 19.92920353982301, 0.28882903680902916, 0.24336283185840707
audiology, 226, 69, ODRI_T, 7, 0.030973451327433628, true, 0.3805309734513274, 0.5769459006863886, 0.6194690265486725, 0.5837487627514253, 0.7725848199271417, 26, 0.11504424778761062, 0.7433628318584071, 1.0, 19.31858407079646, 0.27997947928690525, 0.25663716814159293
audiology, 226, 69, ODRI_T, 8, 0.035398230088495575, false, 0.39823008849557523, 0.5279062212897829, 0.6, 0.5495982813000482, 0.7565147074596805, 23, 0.10176991150442478, 0.7212389380530974, 0.9911504424778761, 20.761061946902654, 0.30088495575221236, 0.26991150442477874
audiology, 226, 69, ODRI_T, 8, 0.035398230088495575, true, 0.4026548672566372, 0.5255703530539874, 0.5973451327433629, 0.5471664304978355, 0.7553398237584917, 24, 0.10619469026548672, 0.7256637168141593, 1.0, 20.45575221238938, 0.29646017699115046, 0.2743362831858407
audiology, 226, 69, ODRI_T, 9, 0.03982300884955752, false, 0.41150442477876104, 0.5167318655060591, 0.5866666666666667, 0.5350397511499874, 0.7545141809993202, 21, 0.09292035398230089, 0.6814159292035398, 0.9823008849557522, 23.420353982300885, 0.33942542003334614, 0.3008849557522124
audiology, 226, 69, ODRI_T, 9, 0.03982300884955752, true, 0.415929203539823, 0.514445441322404, 0.584070796460177, 0.5326723186227751, 0.753348149185124, 22, 0.09734513274336283, 0.6902654867256637, 1.0, 22.809734513274336, 0.33057586251122223, 0.30973451327433627
audiology, 226, 69, ODRI_T, 10, 0.04424778761061947, false, 0.4424778761061947, 0.454250554736945, 0.5535714285714286, 0.4886574596323582, 0.729354606127191, 18, 0.07964601769911504, 0.672566371681416, 0.9778761061946902, 24.075221238938052, 0.34891624983968195, 0.3053097345132743
